State,County__State_Code,Democrat_Votes,Democrat_Pct,Republican_Votes,Republican_Pct,Various candidates Other parties_Votes,Various candidates Other parties_Pct,Jo Jorgensen Libertarian_Votes,Jo Jorgensen Libertarian_Pct,Howie Hawkins Green_Votes,Howie Hawkins Green_Pct,Kanye West Independent_Votes,Kanye West Independent_Pct,Don Blankenship Constitution_Votes,Don Blankenship Constitution_Pct,Total_Votes,Winner,Winner_Pct
Texas,Gillespie__TX,3176,20.04,12514,78.95,160,1.01,0,0.0,0,0.0,,,,,15850,Republican,78.95
Texas,Glasscock__TX,39,5.97,611,93.57,3,0.46,0,0.0,0,0.0,,,,,653,Republican,93.57
Texas,Goliad__TX,877,21.95,3085,77.22,33,0.83,0,0.0,0,0.0,,,,,3995,Republican,77.22
Texas,Gonzales__TX,1948,25.47,5627,73.57,73,0.96,0,0.0,0,0.0,,,,,7648,Republican,73.57
Texas,Gray__TX,829,10.65,6840,87.9,113,1.45,0,0.0,0,0.0,,,,,7782,Republican,87.9
Texas,Grayson__TX,14506,24.39,44163,74.26,805,1.35,0,0.0,0,0.0,,,,,59474,Republican,74.26
Texas,Gregg__TX,14796,30.84,32493,67.72,693,1.44,0,0.0,0,0.0,,,,,47982,Republican,67.72
Texas,Grimes__TX,2833,22.82,9432,75.98,149,1.2,0,0.0,0,0.0,,,,,12414,Republican,75.98
Texas,Guadalupe__TX,28805,37.04,47553,61.16,1400,1.8,0,0.0,0,0.0,,,,,77758,Republican,61.16
Texas,Hale__TX,2279,23.77,7177,74.87,130,1.36,0,0.0,0,0.0,,,,,9586,Republican,74.87
Texas,Hall__TX,168,14.37,995,85.12,6,0.51,0,0.0,0,0.0,,,,,1169,Republican,85.12
Texas,Hamilton__TX,641,14.73,3616,83.11,94,2.16,0,0.0,0,0.0,,,,,4351,Republican,83.11
Texas,Hansford__TX,166,8.11,1849,90.33,32,1.56,0,0.0,0,0.0,,,,,2047,Republican,90.33
Texas,Hardeman__TX,241,15.25,1330,84.18,9,0.57,0,0.0,0,0.0,,,,,1580,Republican,84.18
Texas,Hardin__TX,3474,12.57,23858,86.33,303,1.1,0,0.0,0,0.0,,,,,27635,Republican,86.33
Texas,Harris__TX,918193,55.94,700630,42.69,22434,1.37,0,0.0,0,0.0,,,,,1641257,Democrat,55.94
Texas,Harrison__TX,7908,26.61,21466,72.23,343,1.16,0,0.0,0,0.0,,,,,29717,Republican,72.23
Texas,Hartley__TX,195,9.38,1868,89.89,15,0.73,0,0.0,0,0.0,,,,,2078,Republican,89.89
Texas,Haskell__TX,353,15.94,1840,83.11,21,0.95,0,0.0,0,0.0,,,,,2214,Republican,83.11
Texas,Hays__TX,59524,54.41,47680,43.59,2191,2.0,0,0.0,0,0.0,,,,,109395,Democrat,54.41
Texas,Hemphill__TX,206,11.98,1486,86.4,28,1.62,0,0.0,0,0.0,,,,,1720,Republican,86.4
Texas,Henderson__TX,7060,19.44,28911,79.61,346,0.95,0,0.0,0,0.0,,,,,36317,Republican,79.61
Texas,Hidalgo__TX,128199,58.04,90527,40.98,2158,0.98,0,0.0,0,0.0,,,,,220884,Democrat,58.04
Texas,Hill__TX,2860,19.15,11926,79.87,145,0.98,0,0.0,0,0.0,,,,,14931,Republican,79.87
Texas,Hockley__TX,1482,18.3,6536,80.69,82,1.01,0,0.0,0,0.0,,,,,8100,Republican,80.69
Texas,Hood__TX,5648,17.36,26496,81.42,397,1.22,0,0.0,0,0.0,,,,,32541,Republican,81.42
Texas,Hopkins__TX,3046,19.11,12719,79.79,176,1.1,0,0.0,0,0.0,,,,,15941,Republican,79.79
Texas,Houston__TX,2314,24.52,7060,74.8,64,0.68,0,0.0,0,0.0,,,,,9438,Republican,74.8
Texas,Howard__TX,2069,20.2,8054,78.64,118,1.16,0,0.0,0,0.0,,,,,10241,Republican,78.64
Texas,Hudspeth__TX,371,31.85,779,66.87,15,1.28,0,0.0,0,0.0,,,,,1165,Republican,66.87
Texas,Hunt__TX,8906,23.07,29163,75.56,528,1.37,0,0.0,0,0.0,,,,,38597,Republican,75.56
Texas,Hutchinson__TX,965,11.0,7681,87.55,127,1.45,0,0.0,0,0.0,,,,,8773,Republican,87.55
Texas,Irion__TX,120,13.5,759,85.38,10,1.12,0,0.0,0,0.0,,,,,889,Republican,85.38
Texas,Jack__TX,331,8.75,3418,90.38,33,0.87,0,0.0,0,0.0,,,,,3782,Republican,90.38
Texas,Jackson__TX,1033,16.26,5231,82.34,89,1.4,0,0.0,0,0.0,,,,,6353,Republican,82.34
Texas,Jasper__TX,2954,18.92,12542,80.34,115,0.74,0,0.0,0,0.0,,,,,15611,Republican,80.34
Texas,Jeff_Davis__TX,501,38.39,784,60.08,20,1.53,0,0.0,0,0.0,,,,,1305,Republican,60.08
Texas,Jefferson__TX,46073,48.62,47570,50.2,1116,1.18,0,0.0,0,0.0,,,,,94759,Republican,50.2
Texas,Jim_Hogg__TX,1197,58.79,833,40.91,6,0.3,0,0.0,0,0.0,,,,,2036,Democrat,58.79
Texas,Jim_Wells__TX,6119,44.77,7453,54.52,97,0.71,0,0.0,0,0.0,,,,,13669,Republican,54.52
Texas,Johnson__TX,16464,22.86,54628,75.85,928,1.29,0,0.0,0,0.0,,,,,72020,Republican,75.85
Texas,Jones__TX,999,14.82,5660,83.96,82,1.22,0,0.0,0,0.0,,,,,6741,Republican,83.96
Texas,Karnes__TX,1234,23.5,3968,75.55,50,0.95,0,0.0,0,0.0,,,,,5252,Republican,75.55
Texas,Kaufman__TX,18405,32.45,37624,66.34,689,1.21,0,0.0,0,0.0,,,,,56718,Republican,66.34
Texas,Kendall__TX,6020,22.76,20083,75.92,349,1.32,0,0.0,0,0.0,,,,,26452,Republican,75.92
Texas,Kenedy__TX,65,33.51,127,65.46,2,1.03,0,0.0,0,0.0,,,,,194,Republican,65.46
Texas,Kent__TX,47,10.17,411,88.96,4,0.87,0,0.0,0,0.0,,,,,462,Republican,88.96
Texas,Kerr__TX,6524,23.51,20879,75.25,342,1.24,0,0.0,0,0.0,,,,,27745,Republican,75.25
Texas,Kimble__TX,284,12.39,1987,86.69,21,0.92,0,0.0,0,0.0,,,,,2292,Republican,86.69
Texas,King__TX,8,5.03,151,94.97,0,0.0,0,0.0,0,0.0,,,,,159,Republican,94.97
Texas,Kinney__TX,446,27.82,1144,71.37,13,0.81,0,0.0,0,0.0,,,,,1603,Republican,71.37
Texas,Kleberg__TX,5314,48.56,5504,50.29,126,1.15,0,0.0,0,0.0,,,,,10944,Republican,50.29
Texas,Knox__TX,265,18.2,1180,81.04,11,0.76,0,0.0,0,0.0,,,,,1456,Republican,81.04
Texas,Lamar__TX,4458,20.79,16760,78.16,224,1.05,0,0.0,0,0.0,,,,,21442,Republican,78.16
Texas,Lamb__TX,840,19.05,3521,79.84,49,1.11,0,0.0,0,0.0,,,,,4410,Republican,79.84
Texas,Lampasas__TX,2144,20.62,8086,77.76,169,1.62,0,0.0,0,0.0,,,,,10399,Republican,77.76
Texas,La_Salle__TX,1052,43.72,1335,55.49,19,0.79,0,0.0,0,0.0,,,,,2406,Republican,55.49
Texas,Lavaca__TX,1333,13.07,8804,86.34,60,0.59,0,0.0,0,0.0,,,,,10197,Republican,86.34
Texas,Lee__TX,1750,21.6,6255,77.22,95,1.18,0,0.0,0,0.0,,,,,8100,Republican,77.22
Texas,Leon__TX,1072,12.34,7523,86.62,90,1.04,0,0.0,0,0.0,,,,,8685,Republican,86.62
Texas,Liberty__TX,5785,19.72,23302,79.44,247,0.84,0,0.0,0,0.0,,,,,29334,Republican,79.44
Texas,Limestone__TX,2213,24.33,6789,74.65,93,1.02,0,0.0,0,0.0,,,,,9095,Republican,74.65
Texas,Lipscomb__TX,131,9.68,1205,89.06,17,1.26,0,0.0,0,0.0,,,,,1353,Republican,89.06
Texas,Live_Oak__TX,819,16.2,4199,83.08,36,0.72,0,0.0,0,0.0,,,,,5054,Republican,83.08
Texas,Llano__TX,2465,19.47,10079,79.61,116,0.92,0,0.0,0,0.0,,,,,12660,Republican,79.61
Texas,Loving__TX,4,6.06,60,90.91,2,3.03,0,0.0,0,0.0,,,,,66,Republican,90.91
Texas,Lubbock__TX,40017,33.12,78861,65.27,1939,1.61,0,0.0,0,0.0,,,,,120817,Republican,65.27
Texas,Lynn__TX,428,18.67,1853,80.81,12,0.52,0,0.0,0,0.0,,,,,2293,Republican,80.81
Texas,Madison__TX,1088,20.54,4169,78.69,41,0.77,0,0.0,0,0.0,,,,,5298,Republican,78.69
Texas,Marion__TX,1339,27.53,3470,71.34,55,1.13,0,0.0,0,0.0,,,,,4864,Republican,71.34
Texas,Martin__TX,288,13.33,1857,85.97,15,0.7,0,0.0,0,0.0,,,,,2160,Republican,85.97
Texas,Mason__TX,457,18.47,1991,80.48,26,1.05,0,0.0,0,0.0,,,,,2474,Republican,80.48
Texas,Matagorda__TX,3733,27.19,9845,71.72,149,1.09,0,0.0,0,0.0,,,,,13727,Republican,71.72
Texas,Maverick__TX,8332,54.29,6881,44.84,133,0.87,0,0.0,0,0.0,,,,,15346,Democrat,54.29
Texas,McCulloch__TX,490,14.26,2904,84.52,42,1.22,0,0.0,0,0.0,,,,,3436,Republican,84.52
Texas,McLennan__TX,36688,37.49,59543,60.84,1641,1.67,0,0.0,0,0.0,,,,,97872,Republican,60.84
Texas,McMullen__TX,53,10.27,460,89.15,3,0.58,0,0.0,0,0.0,,,,,516,Republican,89.15
Texas,Medina__TX,6773,29.89,15642,69.04,242,1.07,0,0.0,0,0.0,,,,,22657,Republican,69.04
Texas,Menard__TX,197,19.16,823,80.06,8,0.78,0,0.0,0,0.0,,,,,1028,Republican,80.06
Texas,Midland__TX,12329,20.9,45624,77.34,1035,1.76,0,0.0,0,0.0,,,,,58988,Republican,77.34
Texas,Milam__TX,2496,23.6,7984,75.48,98,0.92,0,0.0,0,0.0,,,,,10578,Republican,75.48
Texas,Mills__TX,271,10.82,2217,88.5,17,0.68,0,0.0,0,0.0,,,,,2505,Republican,88.5
Texas,Mitchell__TX,397,15.39,2170,84.14,12,0.47,0,0.0,0,0.0,,,,,2579,Republican,84.14
Texas,Montague__TX,1097,11.17,8615,87.74,107,1.09,0,0.0,0,0.0,,,,,9819,Republican,87.74
Texas,Montgomery__TX,74377,27.39,193382,71.22,3784,1.39,0,0.0,0,0.0,,,,,271543,Republican,71.22
Texas,Moore__TX,1062,19.28,4359,79.14,87,1.58,0,0.0,0,0.0,,,,,5508,Republican,79.14
Texas,Morris__TX,1669,29.87,3872,69.3,46,0.83,0,0.0,0,0.0,,,,,5587,Republican,69.3
Texas,Motley__TX,46,7.06,604,92.64,2,0.3,0,0.0,0,0.0,,,,,652,Republican,92.64
Texas,Nacogdoches__TX,9000,33.6,17378,64.88,407,1.52,0,0.0,0,0.0,,,,,26785,Republican,64.88
Texas,Navarro__TX,5101,26.67,13800,72.16,222,1.17,0,0.0,0,0.0,,,,,19123,Republican,72.16
Texas,Newton__TX,1173,19.25,4882,80.11,39,0.64,0,0.0,0,0.0,,,,,6094,Republican,80.11
Texas,Nolan__TX,1162,21.69,4131,77.11,64,1.2,0,0.0,0,0.0,,,,,5357,Republican,77.11
Texas,Nueces__TX,60925,47.85,64617,50.75,1780,1.4,0,0.0,0,0.0,,,,,127322,Republican,50.75
Texas,Ochiltree__TX,302,9.57,2812,89.1,42,1.33,0,0.0,0,0.0,,,,,3156,Republican,89.1
Texas,Oldham__TX,81,8.03,917,90.88,11,1.09,0,0.0,0,0.0,,,,,1009,Republican,90.88
Texas,Orange__TX,6357,17.66,29186,81.09,451,1.25,0,0.0,0,0.0,,,,,35994,Republican,81.09
Texas,Palo_Pinto__TX,2178,17.44,10179,81.5,132,1.06,0,0.0,0,0.0,,,,,12489,Republican,81.5
Texas,Panola__TX,2057,17.96,9326,81.44,68,0.6,0,0.0,0,0.0,,,,,11451,Republican,81.44
Texas,Parker__TX,13017,17.1,62045,81.5,1066,1.4,0,0.0,0,0.0,,,,,76128,Republican,81.5
Texas,Parmer__TX,488,18.42,2135,80.57,27,1.01,0,0.0,0,0.0,,,,,2650,Republican,80.57
Texas,Pecos__TX,1382,29.61,3215,68.87,71,1.52,0,0.0,0,0.0,,,,,4668,Republican,68.87
Texas,Polk__TX,5387,22.27,18573,76.79,226,0.94,0,0.0,0,0.0,,,,,24186,Republican,76.79
Texas,Potter__TX,9921,29.76,22820,68.45,596,1.79,0,0.0,0,0.0,,,,,33337,Republican,68.45
Texas,Presidio__TX,1463,65.99,721,32.52,33,1.49,0,0.0,0,0.0,,,,,2217,Democrat,65.99
Texas,Rains__TX,842,13.91,5155,85.16,56,0.93,0,0.0,0,0.0,,,,,6053,Republican,85.16
Texas,Randall__TX,12802,19.79,50796,78.54,1076,1.67,0,0.0,0,0.0,,,,,64674,Republican,78.54
Texas,Reagan__TX,172,15.3,942,83.81,10,0.89,0,0.0,0,0.0,,,,,1124,Republican,83.81
Texas,Real__TX,320,16.15,1643,82.9,19,0.95,0,0.0,0,0.0,,,,,1982,Republican,82.9
Texas,Red_River__TX,1246,21.46,4517,77.8,43,0.74,0,0.0,0,0.0,,,,,5806,Republican,77.8
Texas,Reeves__TX,1395,37.82,2254,61.1,40,1.08,0,0.0,0,0.0,,,,,3689,Republican,61.1
Texas,Refugio__TX,1108,32.92,2210,65.66,48,1.42,0,0.0,0,0.0,,,,,3366,Republican,65.66
Texas,Roberts__TX,17,3.09,529,96.18,4,0.73,0,0.0,0,0.0,,,,,550,Republican,96.18
Texas,Robertson__TX,2374,29.31,5646,69.71,79,0.98,0,0.0,0,0.0,,,,,8099,Republican,69.71
Texas,Rockwall__TX,16412,30.45,36726,68.15,753,1.4,0,0.0,0,0.0,,,,,53891,Republican,68.15
Texas,Runnels__TX,552,12.52,3807,86.35,50,1.13,0,0.0,0,0.0,,,,,4409,Republican,86.35
Texas,Rusk__TX,4629,21.65,16534,77.34,214,1.01,0,0.0,0,0.0,,,,,21377,Republican,77.34
Texas,Sabine__TX,669,12.18,4784,87.12,38,0.7,0,0.0,0,0.0,,,,,5491,Republican,87.12
Texas,San_Augustine__TX,980,24.49,3007,75.14,15,0.37,0,0.0,0,0.0,,,,,4002,Republican,75.14
Texas,San_Jacinto__TX,2337,18.49,10161,80.39,142,1.12,0,0.0,0,0.0,,,,,12640,Republican,80.39
Texas,San_Patricio__TX,8988,34.71,16516,63.79,387,1.5,0,0.0,0,0.0,,,,,25891,Republican,63.79
Texas,San_Saba__TX,287,11.03,2308,88.7,7,0.27,0,0.0,0,0.0,,,,,2602,Republican,88.7
Texas,Schleicher__TX,211,18.21,940,81.1,8,0.69,0,0.0,0,0.0,,,,,1159,Republican,81.1
Texas,Scurry__TX,818,13.94,4983,84.89,69,1.17,0,0.0,0,0.0,,,,,5870,Republican,84.89
Texas,Shackelford__TX,130,7.99,1484,91.15,14,0.86,0,0.0,0,0.0,,,,,1628,Republican,91.15
Texas,Shelby__TX,2068,20.5,7975,79.06,44,0.44,0,0.0,0,0.0,,,,,10087,Republican,79.06
Texas,Sherman__TX,91,9.17,886,89.31,15,1.52,0,0.0,0,0.0,,,,,992,Republican,89.31
Texas,Smith__TX,29615,29.52,69080,68.85,1639,1.63,0,0.0,0,0.0,,,,,100334,Republican,68.85
Texas,Somervell__TX,768,15.52,4105,82.98,74,1.5,0,0.0,0,0.0,,,,,4947,Republican,82.98
Texas,Starr__TX,9123,52.06,8247,47.06,155,0.88,0,0.0,0,0.0,,,,,17525,Democrat,52.06
Texas,Stephens__TX,397,10.43,3385,88.96,23,0.61,0,0.0,0,0.0,,,,,3805,Republican,88.96
Texas,Sterling__TX,51,7.98,584,91.39,4,0.63,0,0.0,0,0.0,,,,,639,Republican,91.39
Texas,Stonewall__TX,116,15.76,615,83.56,5,0.68,0,0.0,0,0.0,,,,,736,Republican,83.56
Texas,Sutton__TX,322,20.68,1222,78.48,13,0.84,0,0.0,0,0.0,,,,,1557,Republican,78.48
Texas,Swisher__TX,478,20.3,1845,78.34,32,1.36,0,0.0,0,0.0,,,,,2355,Republican,78.34
Texas,Tarrant__TX,411567,49.31,409741,49.09,13389,1.6,0,0.0,0,0.0,,,,,834697,Democrat,49.31
Texas,Taylor__TX,14588,26.46,39547,71.73,1000,1.81,0,0.0,0,0.0,,,,,55135,Republican,71.73
Texas,Terrell__TX,119,25.98,334,72.93,5,1.09,0,0.0,0,0.0,,,,,458,Republican,72.93
Texas,Terry__TX,757,20.96,2812,77.85,43,1.19,0,0.0,0,0.0,,,,,3612,Republican,77.85
Texas,Throckmorton__TX,82,9.17,806,90.16,6,0.67,0,0.0,0,0.0,,,,,894,Republican,90.16
Texas,Titus__TX,2856,27.09,7570,71.81,115,1.1,0,0.0,0,0.0,,,,,10541,Republican,71.81
Texas,Tom_Green__TX,12239,27.07,32313,71.47,658,1.46,0,0.0,0,0.0,,,,,45210,Republican,71.47
Texas,Travis__TX,435860,71.41,161337,26.43,13152,2.16,0,0.0,0,0.0,,,,,610349,Democrat,71.41
Texas,Trinity__TX,1323,19.07,5579,80.41,36,0.52,0,0.0,0,0.0,,,,,6938,Republican,80.41
Texas,Tyler__TX,1403,14.52,8194,84.82,63,0.66,0,0.0,0,0.0,,,,,9660,Republican,84.82
Texas,Upshur__TX,2877,15.21,15809,83.56,233,1.23,0,0.0,0,0.0,,,,,18919,Republican,83.56
Texas,Upton__TX,170,12.43,1178,86.11,20,1.46,0,0.0,0,0.0,,,,,1368,Republican,86.11
Texas,Uvalde__TX,4073,39.38,6174,59.69,97,0.93,0,0.0,0,0.0,,,,,10344,Republican,59.69
Texas,Val_Verde__TX,6771,44.31,8284,54.21,225,1.48,0,0.0,0,0.0,,,,,15280,Republican,54.21
Texas,Van_Zandt__TX,3516,13.51,22270,85.56,243,0.93,0,0.0,0,0.0,,,,,26029,Republican,85.56
Texas,Victoria__TX,10380,30.33,23358,68.25,488,1.42,0,0.0,0,0.0,,,,,34226,Republican,68.25
Texas,Walker__TX,7884,33.39,15375,65.12,353,1.49,0,0.0,0,0.0,,,,,23612,Republican,65.12
Texas,Waller__TX,8191,36.03,14260,62.73,283,1.24,0,0.0,0,0.0,,,,,22734,Republican,62.73
Texas,Ward__TX,764,18.82,3241,79.83,55,1.35,0,0.0,0,0.0,,,,,4060,Republican,79.83
Texas,Washington__TX,4261,24.42,12959,74.27,229,1.31,0,0.0,0,0.0,,,,,17449,Republican,74.27
Texas,Webb__TX,41820,61.05,25898,37.8,788,1.15,0,0.0,0,0.0,,,,,68506,Democrat,61.05
Texas,Wharton__TX,4694,28.01,11926,71.15,141,0.84,0,0.0,0,0.0,,,,,16761,Republican,71.15
Texas,Wheeler__TX,168,7.19,2159,92.38,10,0.43,0,0.0,0,0.0,,,,,2337,Republican,92.38
Texas,Wichita__TX,13161,28.59,32069,69.65,810,1.76,0,0.0,0,0.0,,,,,46040,Republican,69.65
Texas,Wilbarger__TX,956,21.13,3524,77.9,44,0.97,0,0.0,0,0.0,,,,,4524,Republican,77.9
Texas,Willacy__TX,3108,56.01,2441,43.99,0,0.0,0,0.0,0,0.0,,,,,5549,Democrat,56.01
Texas,Williamson__TX,143795,49.56,139729,48.15,6644,2.29,0,0.0,0,0.0,,,,,290168,Democrat,49.56
Texas,Wilson__TX,6350,25.37,18463,73.76,219,0.87,0,0.0,0,0.0,,,,,25032,Republican,73.76
Texas,Winkler__TX,358,16.84,1753,82.46,15,0.7,0,0.0,0,0.0,,,,,2126,Republican,82.46
Texas,Wise__TX,4973,15.37,27032,83.52,360,1.11,0,0.0,0,0.0,,,,,32365,Republican,83.52
Texas,Wood__TX,3509,15.4,19049,83.63,221,0.97,0,0.0,0,0.0,,,,,22779,Republican,83.63
Texas,Yoakum__TX,420,15.96,2174,82.63,37,1.41,0,0.0,0,0.0,,,,,2631,Republican,82.63
Texas,Young__TX,1034,12.55,7110,86.3,95,1.15,0,0.0,0,0.0,,,,,8239,Republican,86.3
Texas,Zapata__TX,1826,47.13,2033,52.48,15,0.39,0,0.0,0,0.0,,,,,3874,Republican,52.48
Texas,Zavala__TX,2864,65.4,1490,34.03,25,0.57,0,0.0,0,0.0,,,,,4379,Democrat,65.4
Utah,Beaver__UT,357,11.52,2695,86.94,8,0.26,23,0.74,6,0.19,7,0.23,4,0.13,3100,Republican,86.94
Utah,Box_Elder__UT,4473,16.37,21548,78.87,384,1.41,614,2.25,55,0.2,112,0.41,134,0.49,27320,Republican,78.87
Utah,Cache__UT,16650,28.53,38032,65.17,1082,1.86,1796,3.08,217,0.37,230,0.39,351,0.6,58358,Republican,65.17
Utah,Carbon__UT,2392,25.39,6693,71.05,100,1.06,151,1.6,18,0.19,44,0.47,22,0.23,9420,Republican,71.05
Utah,Daggett__UT,111,17.85,496,79.74,4,0.64,7,1.13,0,0.0,2,0.32,2,0.32,622,Republican,79.74
Utah,Davis__UT,57411,33.1,104135,60.04,4448,2.56,5004,2.89,597,0.34,1012,0.58,827,0.48,173434,Republican,60.04
Utah,Duchesne__UT,843,9.85,7513,87.75,51,0.6,107,1.25,9,0.11,18,0.21,21,0.25,8562,Republican,87.75
Utah,Emery__UT,572,11.68,4207,85.89,45,0.91,47,0.96,8,0.16,15,0.31,4,0.08,4898,Republican,85.89
Utah,Garfield__UT,514,18.81,2158,78.99,7,0.26,37,1.35,11,0.4,2,0.07,3,0.11,2732,Republican,78.99
Utah,Grand__UT,2806,53.91,2248,43.19,42,0.81,62,1.19,23,0.44,19,0.37,5,0.1,5205,Democrat,53.91
Utah,Iron__UT,4892,19.49,18989,75.64,297,1.18,666,2.65,78,0.31,94,0.37,88,0.35,25104,Republican,75.64
Utah,Juab__UT,645,10.93,5087,86.18,46,0.79,91,1.54,5,0.08,13,0.22,16,0.27,5903,Republican,86.18
Utah,Kane__UT,1083,25.76,2998,71.3,34,0.81,51,1.21,8,0.19,15,0.36,16,0.38,4205,Republican,71.3
Utah,Millard__UT,624,10.08,5404,87.3,51,0.83,64,1.03,5,0.08,16,0.26,26,0.42,6190,Republican,87.3
Utah,Morgan__UT,1086,16.44,5181,78.43,110,1.67,160,2.42,13,0.2,35,0.53,21,0.32,6606,Republican,78.43
Utah,Piute__UT,86,9.84,773,88.44,4,0.45,7,0.8,0,0.0,3,0.34,1,0.11,874,Republican,88.44
Utah,Rich__UT,180,13.15,1157,84.51,9,0.66,14,1.02,2,0.15,4,0.29,3,0.22,1369,Republican,84.51
Utah,Salt_Lake__UT,289906,53.04,230174,42.11,7919,1.45,12219,2.24,2203,0.4,2590,0.47,1570,0.29,546581,Democrat,53.04
Utah,San_Juan__UT,3113,45.09,3535,51.2,67,0.97,99,1.43,17,0.25,45,0.65,28,0.41,6904,Republican,51.2
Utah,Sanpete__UT,1794,14.1,10459,82.19,149,1.18,215,1.69,19,0.15,39,0.31,50,0.39,12725,Republican,82.19
Utah,Sevier__UT,1084,10.46,9052,87.35,21,0.2,133,1.28,14,0.14,28,0.27,31,0.3,10363,Republican,87.35
Utah,Summit__UT,15244,57.99,10252,39.0,250,0.93,367,1.4,65,0.25,86,0.33,25,0.1,26289,Democrat,57.99
Utah,Tooele__UT,8943,28.37,21014,66.67,189,0.6,958,3.04,81,0.26,152,0.48,181,0.57,31518,Republican,66.67
Utah,Uintah__UT,1663,10.82,13261,86.28,98,0.67,226,1.47,29,0.19,37,0.24,56,0.36,15370,Republican,86.28
Utah,Utah__UT,76033,26.3,192812,66.69,5971,2.07,10377,3.59,853,0.3,1680,0.58,1375,0.48,289101,Republican,66.69
Utah,Wasatch__UT,6187,34.78,10795,60.68,272,1.52,352,1.98,45,0.25,86,0.48,53,0.3,17790,Republican,60.68
Utah,Washington__UT,20530,22.52,67294,73.82,889,0.98,1742,1.91,187,0.21,298,0.33,220,0.24,91160,Republican,73.82
Utah,Wayne__UT,365,22.39,1229,75.4,14,0.85,9,0.55,3,0.18,7,0.43,3,0.18,1630,Republican,75.4
Utah,Weber__UT,40695,36.13,65949,58.54,1735,1.54,2849,2.53,482,0.43,524,0.47,415,0.37,112649,Republican,58.54
Vermont,Addison__VT,14967,67.96,6292,28.57,763,3.47,0,0.0,0,0.0,0,0.0,0,0.0,22022,Democrat,67.96
Vermont,Bennington__VT,12705,62.09,7114,34.77,643,3.14,0,0.0,0,0.0,0,0.0,0,0.0,20462,Democrat,62.09
Vermont,Caledonia__VT,9011,55.73,6551,40.52,607,3.75,0,0.0,0,0.0,0,0.0,0,0.0,16169,Democrat,55.73
Vermont,Chittenden__VT,74961,75.78,21017,21.25,2937,2.97,0,0.0,0,0.0,0,0.0,0,0.0,98915,Democrat,75.78
Vermont,Essex__VT,1405,42.73,1773,53.92,110,3.35,0,0.0,0,0.0,0,0.0,0,0.0,3288,Republican,53.92
Vermont,Franklin__VT,13611,52.69,11274,43.65,945,3.66,0,0.0,0,0.0,0,0.0,0,0.0,25830,Democrat,52.69
Vermont,Grand_Isle__VT,2905,59.88,1810,37.31,763,2.81,0,0.0,0,0.0,0,0.0,0,0.0,4851,Democrat,59.88
Vermont,Lamoille__VT,10240,68.66,4163,27.91,512,3.43,0,0.0,0,0.0,0,0.0,0,0.0,14915,Democrat,68.66
Vermont,Orange__VT,10304,60.18,6187,36.13,631,3.69,0,0.0,0,0.0,0,0.0,0,0.0,17122,Democrat,60.18
Vermont,Orleans__VT,7147,50.7,6512,46.2,437,3.1,0,0.0,0,0.0,0,0.0,0,0.0,14096,Democrat,50.7
Vermont,Rutland__VT,18230,53.66,14672,43.19,1068,3.15,0,0.0,0,0.0,0,0.0,0,0.0,33970,Democrat,53.66
Vermont,Washington__VT,25191,71.35,8928,25.29,1188,3.36,0,0.0,0,0.0,0,0.0,0,0.0,35307,Democrat,71.35
Vermont,Windham__VT,18767,72.08,6440,24.74,828,3.18,0,0.0,0,0.0,0,0.0,0,0.0,26035,Democrat,72.08
Vermont,Windsor__VT,23376,67.86,9971,28.95,1099,3.19,0,0.0,0,0.0,0,0.0,0,0.0,34446,Democrat,67.86
Virginia,Accomack__VA,7578,44.68,9172,54.07,212,1.25,0,0.0,0,0.0,0,0.0,0,0.0,16962,Republican,54.07
Virginia,Albemarle__VA,42466,65.68,20804,32.18,1387,2.15,0,0.0,0,0.0,0,0.0,0,0.0,64657,Democrat,65.68
Virginia,Alexandria__VA,66240,80.28,14544,17.63,1724,2.09,0,0.0,0,0.0,0,0.0,0,0.0,82508,Democrat,80.28
Virginia,Alleghany__VA,2243,27.34,5859,71.43,101,1.23,0,0.0,0,0.0,0,0.0,0,0.0,8203,Republican,71.43
Virginia,Amelia__VA,2411,30.55,5390,68.29,92,1.17,0,0.0,0,0.0,0,0.0,0,0.0,7893,Republican,68.29
Virginia,Amherst__VA,5672,33.35,11041,64.93,292,1.72,0,0.0,0,0.0,0,0.0,0,0.0,17005,Republican,64.93
Virginia,Appomattox__VA,2418,26.09,6702,72.31,148,1.6,0,0.0,0,0.0,0,0.0,0,0.0,9268,Republican,72.31
Virginia,Arlington__VA,105344,80.6,22318,17.08,3037,2.32,0,0.0,0,0.0,0,0.0,0,0.0,130699,Democrat,80.6
Virginia,Augusta__VA,10840,25.64,30714,72.65,724,1.71,0,0.0,0,0.0,0,0.0,0,0.0,42278,Republican,72.65
Virginia,Bath__VA,646,25.83,1834,73.33,21,0.84,0,0.0,0,0.0,0,0.0,0,0.0,2501,Republican,73.33
Virginia,Bedford_Co___VA,12176,25.02,35600,73.15,893,1.83,0,0.0,0,0.0,0,0.0,0,0.0,48669,Republican,73.15
Virginia,Bland__VA,532,15.29,2903,83.44,44,1.26,0,0.0,0,0.0,0,0.0,0,0.0,3479,Republican,83.44
Virginia,Botetourt__VA,5700,26.99,15099,71.49,321,1.52,0,0.0,0,0.0,0,0.0,0,0.0,21120,Republican,71.49
